"","United States of America","Canada","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Mexico","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Switzerland","Spain","Portugal","German Federal Republic","German Democratic Republic","Poland","Austria","Hungary","Czechoslovakia","Italy","Malta","Albania","Yugoslavia","Greece","Cyprus","Bulgaria","Romania","Russia","Finland","Sweden","Norway","Denmark","Iceland","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Ethiopia","Zambia","Zimbabwe","Malawi","South Africa","Lesotho","Botswana","Swaziland","Madagascar","Mauritius","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen Arab Republic","Yemen People's Republic","Kuwait","Afghanistan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Pakistan","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Republic of Vietnam","Malaysia","Singapore","Philippines","Indonesia","Australia","New Zealand","Fiji"
"Netherlands",1308.3,183.7,11.1,0.40000001,2,1,1.2,0.02,11.7,3.7,1.8,3.3,3.3,5.3000002,1.6,35.5,20.5,0.69999999,2,39.099998,100.8,1.4,3.0999999,23.9,127.9,6.8000002,764.09998,17.1,0,2150.3169,111.4834,1005.9,164.5,89.400002,20.4,0,45.599998,28.700001,79.199997,23.4,34.799999,581.5,1.6,0.1,22.1,24.299999,2.2,9,14.4,58.099998,109.8,300.29999,81.400002,87,1,2.2,0.30000001,0.1,6.1999998,1.2,0.60000002,0.58099997,21.5,0.1,0.0080000004,18.200001,11.1,14.7,10.9,53.900002,159,7.5999999,0.15700001,0.40000001,4.5,25.1,1.5,8.1999998,4.4000001,0.1,0.30000001,0,1.5,8.5,0,2.0999999,34.900002,0,0,0,0.89999998,1.6,17.700001,5.3000002,1.8,214.8,3,168.7,18.799999,5.6999998,18.700001,52.299999,30.299999,0,18.200001,204.10001,1.2,3.0999999,232.39999,0.2,26.700001,0.1,20.1,1.1,5.8000002,141.5,19.4,10.6,1.6,4.8000002,0,0,42.299999,0.80000001,0,0.30000001,0,20.4,13.4,15.2,49.099998,36.799999,11.6,0.0089999996
"Belgium",954.13287,144.22279,3.7077701,2.947202,5.5141201,0.28521311,0.1901421,0,5.7042618,2.376776,1.521137,0.3802841,2.947202,3.042273,3.517628,10.1726,48.105942,0.85563928,2.947202,36.031929,74.250473,12.45431,2.661989,40.78548,89.747063,5.2289071,630.41602,26.52482,1584.264,0,0,1856.452,121.6909,60.37011,25.57411,2537.731,30.80302,22.817051,32.704441,9.8873873,18.443781,407.66461,0.85563928,0,11.78881,25.193821,0.57042623,4.8486228,7.7007542,74.155403,47.630589,230.6423,58.848969,39.549549,2.091563,0,0,0.3802841,1.711279,0.1901421,10.64796,0,11.59867,0.095071003,0.095071003,23.007191,0.095071003,6.3697591,3.7077701,3.897912,21.10577,1.521137,3.517628,1.901421,1.996492,441.70001,0.1901421,1.616208,8.0810385,0.57042623,2.8521309,0.3802841,0.47535521,0.76056832,0.095071003,1.330994,78.528671,0,0,0,0.3802841,0,22.531839,19.20435,3.612699,110.7578,2.8521309,72.72934,18.538851,13.69023,11.40853,1.901421,6.0845461,0,32.51429,89.556908,0.47535521,2.7570601,86.514641,0.095071003,10.07753,0.1901421,7.377512,1.711279,1.2359231,110.4725,30.80302,20.15506,0.95071042,1.140852,0,2.4718471,7.8908958,0.1901421,0,0,0,12.35923,4.3732681,3.042273,21.39098,51.908779,25.66918,0
"Luxembourg",49.467098,7.477241,0.1922297,0.15279789,0.28588,0.0147869,0.0098579004,0,0.29573801,0.1232241,0.078863502,0.0197159,0.15279789,0.1577269,0.18237171,0.52739942,2.4940569,0.044360701,0.15279789,1.868078,3.8495221,0.64569461,0.13801099,2.114527,4.6529441,0.2710931,32.683971,1.375181,82.136292,0,0,96.247917,6.3090758,3.1298931,1.325892,131.56889,1.596985,1.182952,1.695564,0.5126124,0.95621938,21.135401,0.044360701,0,0.61119169,1.3061759,0.0295738,0.25137731,0.39924619,3.844593,2.4694121,11.95767,3.0510299,2.0504501,0.1084373,0,0,0.0197159,0.088721402,0.0098579004,0.55204421,0,0.6013338,0.004929,0.004929,1.1928101,0.004929,0.3302407,0.1922297,0.2020876,1.0942301,0.078863502,0.18237171,0.098579302,0.1035083,22.899969,0.0098579004,0.083792403,0.41896209,0.0295738,0.14786901,0.0197159,0.0246448,0.039431699,0.004929,0.069005497,4.0713258,0,0,0,0.0197159,0,1.168165,0.99565113,0.1873007,5.7422452,0.14786901,3.770659,0.96114832,0.70977098,0.5914759,0.098579302,0.3154538,0,1.685706,4.643085,0.0246448,0.14294,4.4853592,0.004929,0.52247041,0.0098579004,0.3824878,0.088721402,0.064076602,5.727458,1.596985,1.0449409,0.0492897,0.0591476,0,0.1281531,0.4091042,0.0098579004,0,0,0,0.64076549,0.2267324,0.1577269,1.109017,2.691215,1.330821,0
"France",1896.8,204.89999,15.9,4.8000002,1.9,0.40000001,1,0.003,17.4,2.0999999,1.6,0.40000001,0.80000001,3.2,0.2,8.6000004,47,2.3,6,37.599998,164.3,2,6.8000002,80.699997,109.3,8.3000002,974.09998,39.599998,1127.8,2039.844,105.7559,0,510.5,268.5,48.099998,0,42.299999,68,68.599998,27.1,39.700001,1765.2,0.30000001,0.80000001,50.200001,44.200001,4.6999998,18.9,53.299999,203.39999,102,391.79999,81.800003,80.199997,1.7,0,1.2,5.6999998,90.300003,15.6,22.799999,23.4,191.2,1.7,3.5999999,20.700001,0.69999999,4,21.5,74.900002,119.8,86.5,20.5,12.4,9.6000004,70.900002,0.69999999,2.5999999,5.4000001,0.40000001,0.30000001,0.69999999,4.5,94.400002,2.3,0.69999999,75,0,0,0,53.299999,0.5,212.10001,637,43.200001,274.10001,10.3,86.099998,58,203.89999,32,9,3.3,0,35.400002,171.60001,0.1,1.9,177.60001,1.3,69.800003,0.2,4.6999998,11.3,3.5,191.10001,40.099998,19.9,1.4,6.5,0,0.69999999,12.8,6.5,0.1,5.9000001,0,77.599998,5.8000002,7.5,22.799999,180.10001,47.200001,0.037999999
"Switzerland",552.09998,45.400002,1.7,1.8,0.80000001,0.1,0.5,0.0070000002,9.8999996,8.6999998,2.2,3.8,1.3,8.1000004,5.5,7.8000002,1.1,0.116,4.9000001,15.3,34.400002,0.1,0.89999998,5.4000001,27.700001,3.8,504.20001,9.1000004,224.3,218.3782,11.32183,782.29999,0,56.700001,24,0,13.6,15.8,291,32.200001,33.099998,610.29999,0.2,0.1,26.799999,12.5,0.5,4.0999999,8.8000002,26.799999,42.700001,202.60001,31.9,82.900002,3.9000001,0,2.5999999,0.2,0.1,0.40000001,0.40000001,0.40000001,3.5,4.0999999,0.5,0.2,0.2,9.1999998,0.30000001,1.3,17.4,1.1,0.2,0.1,1.5,1,2.3,3.5,3.2,0,0,0.5,1,16.1,4.3000002,0.2,14.4,0.1,0.40000001,0.1,0.60000002,0.2,3.5,16.799999,4.6999998,56.900002,2.7,10.3,16.799999,0.30000001,5.0999999,0.40000001,2,0,18.700001,1.2,0.2,0.40000001,11.3,1.7,18.200001,0.30000001,7.5999999,0.5,3,143.10001,13.4,4.3000002,0.80000001,2.0999999,0,0.1,3.7,0.40000001,0.1,0,0,5.6999998,1.1,2.4000001,10.7,9.3999996,3.5999999,0.0040000002
"Spain",896.47998,73.129997,35.119999,0.043000001,7.54,0.55000001,0.92000002,0.024,22.309999,0.31099999,1.267,0.035999998,0.0099999998,0.89999998,2.75,35.459999,29.35,2.3840001,1.76,27.389999,125.87,0,3.677,30.82,106.46,7.3239999,335.98999,6.0700002,132.00999,104.9109,5.4391141,473.60999,107.12,0,19,0,4.6799998,17.889999,26.709999,5.5,10.84,247.13,0.15000001,0,6.0799999,10.89,2.4749999,6.1700001,11.32,9.7399998,29.41,107.44,24.379999,26.139999,7.21,20.379999,0.018999999,0.106,1.63,0,8.0860004,0,15.79,0,0,2.9400001,0,3.7,0.017999999,4.9899998,26.950001,2.8,0.097000003,0.0080000004,0.49900001,7.6399999,7.1360002,1.09,1.936,0.1,0,0,0.178,25.450001,0,0.84200001,42.75,0,0,0,0.30000001,0,26.32,20.98,0.76999998,117.18,2.1900001,36.130001,7.5300002,41.18,31.190001,3.71,2.5899999,0,11.91,160.53999,0,7.4499998,32.049999,0,0.91000003,0,0.57999998,0,2.03,146.06,6.5700002,7.0500002,0.45899999,1.66,0,0,8.3100004,0,0,0,0,30.24,1.01,10.49,5.0900002,23.17,4.5300002,0
"Portugal",107.28,11.36,0.20999999,0,0,0.0099999998,0.0099999998,0.016000001,1.9,0.50999999,0.02,0,0.41,0.013,0.029999999,1.05,0.44999999,0.0099999998,0,0.86000001,14.67,0,0.12,0.02,7.2399998,0.090000004,220.09,0.76999998,39.240002,40.994629,2.12537,109.53,54.630001,68.449997,0,0,0.23,4.3600001,24.370001,0.18000001,1.34,84,0.039999999,0,0.079999998,3.0799999,0,0.51999998,1.1900001,0.98000002,10.33,40.68,9.3999996,19.870001,6.21,0,0.57700002,0,0.28,0,0.82999998,0,0.029999999,0.02,0,0,0.0099999998,0,0.11,0.029999999,5.27,0,0,0,0.15000001,0.69999999,0.25,0,0,0.25,0,0,0.015,2.8199999,0,0.18000001,4.79,0,0,0,0.31999999,0,4.4099998,0.14,0,2.23,1.17,5.4000001,6.4699998,48.279999,1.97,0.40000001,0.090000004,0,1.77,16.09,0,0,0,0,0.28,0,0.039999999,0,0.0099999998,40.610001,0.38999999,6.27,0.0099999998,0.40000001,0,0,2.4200001,0,0,0,0,4.2399998,0.15000001,0.13,1.38,4.6700001,2.5899999,0
"German Federal Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2697.165,139.83479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"German Democratic Republic",33,0.1,0,0,0,0,0,0,0.5,0,0,0,0,0.0060000001,0,9.2200003,0,0,2.4400001,1.09,33.060001,0,0,0,2.8800001,11.593,40.599998,0.07,39.099998,15.11629,0.78370547,59.599998,25.799999,7.9699998,0.57999998,0,0,328.48001,26.200001,167.8,0,26.4,0,0,51.110001,12.33,2.4330001,0,105.82,0,18.879999,77.5,0,16.879999,0.667,0,0,0.0089999996,0,0,0,0,0,0,0,0,0.324,0.352,0,0,0,0.061000001,0,0,0.083999999,0,0.13600001,0.079000004,1.132,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0,1.7,0,1.63,0,9.8100004,1,45.34,4.0700002,1.0599999,0,0.02,0,0,0,0,0,0,0,0,0,0,14.7,29.84,0,0.43099999,3.2980001,0,0,0,0,0,0,0,0.28999999,0.52999997,0,0,5.6599998,0,0
"Poland",64.080002,12.43,0,0.017999999,0,0.73199999,0,0,1.9,0,0.99299997,4.3559999,0,0,0,1.52,0.1,0,0.18000001,19.84,20.93,0,0,0,15.38,1.8660001,209.99001,5.1700001,42.380001,30.384701,1.575297,96.830002,41.169998,14.41,1.0599999,0,439.62,0,67.870003,152.38,341.41,80.57,0.07,0,66.519997,8.7200003,0.493,87.5,78.620003,1497.4,34.27,41.470001,15.84,39.220001,1.795,0,0,0,0.115,0,0,0,0.88,0,0,0.185,0,2.0829999,0,0.64200002,4.9000001,0.39300001,0.0099999998,0,0.42300001,0,4.973,0.43399999,1.119,0,0,0,0,3.21,0,0,0,0,0,0,0,0,13.58,5.5999999,6.71,0,4.6469998,0,8.0299997,0,21.51,1.95,0.69,0,0.0099999998,0,0,0,0,0.43099999,26.84,0,0,0,0,22.940001,36.630001,23.469999,0,6.8299999,0,0,1.1900001,0,0,0,0,13.46,5.6300001,0,0,17.049999,3.6700001,0
"Austria",121.3,16,0.1,0,0.1,0,0,0,3.5,2.7,1.8,2.3,0.60000002,3,2.5999999,3.5,0,0.0020000001,4.5,9.1000004,40,0.2,0.2,5.0999999,6.6999998,5.9000001,240.60001,1.7,103.2,62.74688,3.253118,125,262.39999,13.2,15.1,0,28,58.099998,0,59.700001,67.199997,232.10001,0.050000001,0.5,49.700001,13,1.2,10.9,28.700001,79.599998,18.4,92,16.9,48.599998,0.60000002,0,0,0.001,0,0,1.2,0,1.8,1.1,0,0,0.0070000002,7.0999999,0.001,0.40000001,3.3,0.60000002,0,0,0.101,0,1.7,1.5,0.80000001,0,0.1,0,0.80000001,11,0,1.2,21.799999,0,0,0,0,0,1.5,0,2.9000001,8.3000002,1.4,4.5,18.799999,8,4.5,1.6,2.7,0,9.1999998,1.3,0,0,0,0.1,12.4,0,1.2,0.2,4.3000002,33.700001,2.8,1.3,0.30000001,1.5,0,0,2.5999999,0,0,0,0,7.0999999,0.13,1.4,1.7,8.1000004,2.5999999,0
"Hungary",35.630001,8.0100002,5.6300001,0.001,0,0,0,0,1,0,0.215,1.957,0,0.112,0,2.8299999,0,0,5.27,11.83,19.200001,0,0,0,11.62,0.79500002,52.849998,1.6799999,35.5,19.64168,1.018324,49.610001,25.690001,12.91,0.46000001,0,254.89,141.03999,79.309998,0,193.48,93.459999,0,4.25,55.880001,12.38,0.086999997,49.549999,67.529999,809.94,11.78,21.26,5.8600001,11.76,1.221,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,2.3,0.105,0,0,0.024,0,4.553,0.27000001,0.001,0,0,0,0,3.2620001,0,0,0,0,0,0,0.028999999,0,4.29,2.75,0.029999999,0,4.6900001,14.23,16.969999,2.6400001,17.17,5.3699999,1.33,0,5.4299998,0,0,0,0,0,16.469999,2.6600001,0,3.6500001,0,15.42,22.879999,4.8600001,0,0.34200001,0,0,0,0,0,0.66000003,0,7.5999999,0.12,0,0,10.9,0,0
"Czechoslovakia",23,6.6999998,0,0,0,0,0,0,0.2,0,0,0.039999999,0.0020000001,0.26699999,0,1.92,0,0,1.5599999,2.0599999,17.190001,0,0,0.18000001,10.95,12.163,48.900002,0.79000002,32.299999,20.3452,1.054799,57,43.400002,10.5,3.1700001,0,0,264.75,61.599998,151.11,0,74.699997,0,0,89.190002,13.33,0.89300001,0,131.84,0,13.27,36,0,13.78,1.031,0,0,0.093999997,0,0,0,0,0,0,0,0,0,0,0,0.12800001,1.6,0,0,0,0.103,0,0.42199999,1.013,0.79299998,0,0,0,0.36700001,0.017999999,0,0,0,0,0,0,0,0,5.71,0,1.8,0,3.6070001,0,11.47,0.69999999,36.220001,3.01,2.47,0.54000002,0.83999997,0,0,0,0,0.58999997,0,0,0,0,0,10.1,35.790001,7.0999999,0,0.58600003,0,0,0.23999999,3.6199999,0,0,0,6.3400002,2.3399999,0,0,8.4200001,2.3499999,0
"Italy",1543,214.2,11.9,3.5,2.4000001,0.061000001,3.2,0.0099999998,40.299999,11.2,10.6,0.30000001,3.3,10.4,5.1999998,5.6999998,54.200001,1.2,9.1999998,35.700001,205.39999,0.30000001,1.5,96.199997,295.20001,21.9,565.59998,15.2,642,539.43298,27.966949,1972.6,336,150.60001,28.6,0,35.299999,120.7,267.5,121.7,75.300003,0,3.9000001,5.6999998,266.39999,70.300003,5.3000002,54.299999,134.89999,281.5,67.400002,212.8,64.699997,106.8,5.5,0,0.60000002,1.6,4.4000001,1.8,13.6,6.1999998,63.599998,1.1,2.3,35.5,1.5,15.7,2.2,6.5,43,1.5,1.3,1.3,12.3,99.800003,2.5999999,4.0999999,9.3999996,1.5,0.40000001,14.7,10.6,113.7,0.1,0.022,77.400002,0,0,0,3.9000001,0.016000001,42.200001,46.099998,42.700001,517.09998,34.200001,108,59.799999,352.20001,53.5,20.9,8.5,0,23.1,290.79999,0.30000001,2.2,236.7,0.5,63.200001,0,19.799999,0.30000001,12.5,222.60001,27.799999,24.799999,1.5,7.6999998,0,0,17.1,1.2,0,0.40000001,0,74.300003,4.1999998,5.5,19.6,128,31.299999,0.023
"Malta",6.1399999,1.8200001,0.02,0,0,0.02,0.0099999998,0,0.029999999,0,0,0,0,0.0099999998,0,0,0,0,0.050000001,0.18000001,1.08,0,0.0099999998,0,0.44999999,0.0099999998,67.5,0.28999999,4.48,2.661989,0.13801099,4.8400002,1.02,2.03,0.050000001,0,0.30000001,0.22,1.55,0.72000003,1.38,26.879999,0,0.15000001,0.12,1.22,0.13,0.94999999,2.4000001,1.16,0.62,1.2,0.70999998,2.1199999,0,0,0,0,0,0,0,0,0.18000001,0,0,0,0,0.23999999,0,0.259,0,0,0,0,0,0,0.0099999998,0.02,0,0,0,0,0.0099999998,0,0,0.029999999,0.14,0,0,0,0.0099999998,0,0.11,0.17,0.33000001,0.02,0,0.0099999998,0.23999999,0,0.039999999,0.41,0.25,0,1.38,0,0,0.12,0,0,1.08,0,0.090000004,0,0.029999999,4.48,0.41999999,0.059999999,0.0099999998,0.15000001,0,0,0,0,0,0,0,0.0099999998,0.34999999,0,0.22,3.49,0.25999999,0
"Albania",0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029999999,0,0.40000001,0,2.3,0.1901421,0.0098579004,1.2,1.5,0,0,0,0,0,0.80000001,1.85,0,6.9000001,0,0,2.25,0.02,0,0,3.1199999,0,0.0099999998,0.69999999,0,0.029999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0.30000001,1.5700001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80000001,0,0.0099999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yugoslavia",160.17999,17.5,0.93000001,0,0,0.039999999,0,0,3.6300001,0,2.45,0,0,0.25,9.8500004,8.8500004,0.30000001,0.41999999,3.1400001,22.030001,19.790001,0,0.029999999,1.5,6.8499999,0.89999998,178.60001,1.33,49.73,37.971371,1.968629,109.85,129.17,17.190001,0.68000001,0,74.239998,51.740002,151.75999,49.07,151.49001,378.04001,0.0099999998,2.97,0,41.759998,1.09,32.860001,35.560001,193.16,3.6500001,40.07,6.7800002,9.4099998,0.17,0,0,0.0020000001,0,0,0,0,2.8299999,1.34,0,0.25,0,11.47,0,1.51,1.27,0.44,0.38,2.1099999,0.20999999,1.09,1.96,1.88,2.78,0,0,0.18000001,0.34,3.04,0,0,0,0.029999999,1.67,0.0099999998,0.16,0,6.8299999,2.3800001,5.1999998,1.42,3.02,18.889999,7.54,28.799999,23.799999,1.5700001,6.5300002,4.0500002,9.79,0.050000001,0,0,0,0,2.21,0.1,0,0.079999998,0,37.720001,42.709999,9.4799995,2.1900001,0.54000002,0,0.050000001,1.36,0.28999999,0,0.0099999998,0,12.04,4.6999998,0.1,0.88999999,28.360001,4.98,0
"Greece",115.96,17.780001,0.02,0.050000001,0.0099999998,0.0020000001,0,0,0.49000001,0,0.02,0,0,0.1,0.70999998,0.50999999,0.75999999,0.0099999998,0.23,0.63,12.32,0.029999999,0.81999999,0.28999999,41.029999,12.2,168.81,0.98000002,65.410004,53.62957,2.7804301,142.48,29.450001,17.77,2.7,0,6.5599999,8.6499996,27.950001,9.2799997,13.05,163.85001,0.43000001,0.02,31.24,0,0.77999997,9.7399998,17.799999,36.23,19.129999,71.010002,33.5,14.83,0.87,0,0.059999999,0.02,0.18000001,0,0.31,0,2.8699999,0.31999999,0.050000001,8.5100002,0.001,2.8800001,0.25,0.31999999,2.54,2.1300001,0,0.02,0.88999999,5.8299999,0.31,0.44,0.51800001,0,0.039999999,0.73000002,1.74,7.2399998,0,0.18000001,7.8800001,0,0,0,0.41999999,0,6.4499998,1.51,2.7,3.4300001,1.8,0.029999999,6.0300002,39.27,4.3299999,15.21,2.97,0,9.4200001,7.1700001,0,0.41,0.02,0.61000001,0.14,0,0.94999999,0,0.28,249.64,1.74,1.12,0.13,0.31,0,0,0.81,0.34999999,0,0,0,3.28,0.25,0.039999999,0.34,17.99,12.35,0
"Cyprus",15.727,0.921,0,0,0,0.0049999999,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0.02,1.721,0,0,0,1.258,0.169,69.296997,0.64700001,7.8629999,5.2574282,0.2725718,10.031,2.3,2.023,1.8710001,0,1.215,0.62800002,2.098,0.27399999,3.4330001,24.507999,0.063000001,0,3.7639999,12.543,0,1.396,3.733,4.8649998,2.131,3.855,0.69400001,3.3570001,0.033,0,0,0.001,0,0,0,0,0.109,0,0,0,0,0.162,0,0,0,0,0,0,0,0,0.0020000001,0.035999998,0.14300001,0,0,0,0.030999999,0,0,0.0089999996,0,0,0,0,0,0,0.082999997,0,0,0.104,0.044,0.228,0.91900003,0.048999999,1.049,0.84200001,3.1760001,0.0040000002,6.8319998,0,0,0.0099999998,0.02,0,0.001,0,0.093999997,0,0.090999998,9.0909996,1.86,1.109,0,0.041999999,0,0,0.124,0,0,0,0,0.229,0.37900001,0,0,0.565,0.87900001,0
"Bulgaria",15,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,4.2600002,3.4200001,0,0,0,1.61,1.539,26.700001,0.02,7.5,9.3169613,0.48303869,47.700001,12.4,6.77,0.41,0,0,66.190002,26.6,20.389999,0,49.700001,0,0,22.129999,14.57,0.71100003,0,23.42,0,3.95,8.8999996,0,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69999999,0,0,0,0,0,0,0,0,0,0,0,0.0040000002,0,0,0,0,0,0,0,0,0,2.6099999,13,4.23,0.1,1.1,0,4.8099999,1.1,11.46,5.5100002,0.37,0,2.1400001,0,0,0,0,0,0,0,0,0,0,20.799999,9.6300001,8.8299999,1.248,0.352,0,0,0,0,0,0,0,1.83,6.7800002,0,0,0,0,0
"Romania",65.760002,2.3800001,14.27,0,0,0,0,0,0,0,0,0,0,0,0,2.5999999,0,0,0.30000001,1.01,5.6999998,0,0,0,10.07,0,108.72,0.12,34.970001,31.82028,1.649725,123.52,46.630001,9.5500002,2.04,0,126.62,84.5,65.410004,52.549999,174.44,105.86,0,3.78,32.130001,7.3899999,1.6,47.18,0,550.98999,5.9200001,25.559999,0.31,4.9000001,0.634,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,3.655,0.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,4.8400002,0.68000001,0.69999999,2.49,27.25,3.3399999,6.0999999,20.59,1.0599999,1.6900001,0.07,10.98,0,0,0,0,0,68.230003,1.67,0,6.6199999,0,29.450001,16.82,10.64,0,0.88,0,0,0.31999999,0,0,0,0,0.41999999,14.09,0,0,2.8800001,0,0
"Russia",118,97.199997,0,0,0,2.0120001,0,0.001,0.1,0,0,0,0,6.2940001,0,14.53,0,0.0020000001,0.75999999,0.1,21.24,0,0,0,27.34,0.39300001,245.10001,0.050000001,45.5,51.5285,2.671499,273.10001,50,5.9200001,0,0,0,1250.83,82.099998,588.46997,0,307.89999,0,0,241.55,34.509998,5.494,0,528.91998,0,282.51999,131.39999,0,26.5,10.045,0,0,0.51800001,0,0,0,0,1.41,0,0,0,0,40.551998,3.145,7.4590001,24.6,0,0.048,0,0.44100001,0,2.918,1.309,1.261,0,0,0,0.40900001,0,0,0,0,0,0,0,0,0,13.97,49,2.78,0,46.792,0,29.379999,5.6999998,293.01001,17.700001,3.4100001,0,0,0,0.889,0,0,32.519001,0,0,0,0,0,340.89999,271.45001,31.07,0.45100001,13.832,0,0,0.75999999,1.14,0,0,0,69.389999,46.529999,0,23.9,72.139999,18.370001,0
"Finland",136.85001,11.98,10,0.001,0.0099999998,0.23999999,0,0,1.54,9.0100002,0.50999999,4.0900002,0.76999998,7.9699998,0.2,35.34,4.7600002,0.035,2.05,3.1500001,31.91,0.0099999998,0,2.8499999,4.1399999,0.30000001,346.37,1.08,77.900002,47.47847,2.461525,89.739998,60.220001,12.24,18.84,0,16.870001,39.34,38.630001,11.14,12.76,56.299999,0.02,0,5.8299999,3.0799999,1.14,5.5999999,8.3100004,331.26001,0,424.16,62.689999,77.769997,4.23,0,0,0,0.34,0,0,0,0.37,0.38999999,0,0.0040000002,0.02,2.1199999,0,0.0099999998,1.35,0,0,0,0.030999999,0.0099999998,1.16,6.2199998,0.41999999,0,0,0,3.03,5.3099999,0,0.15000001,4.8200002,0,0,0,0.079999998,0,2.6400001,0.16,0.28,0.60000002,1.37,47.150002,1.25,0.02,3.53,0.0099999998,0.31,0,8.7700005,0.0099999998,0,0,0,0,5.9299998,0,0,0,0.75,62.259998,1.1,0.56999999,0.31999999,0.18000001,0,0,0.27000001,0,0,0,0,4.98,1.85,0.66000003,1.25,6.9000001,2.3099999,0
"Sweden",609.5,59,4.5,0.1,0.40000001,8.6999998,35,0.015,3.3,5.3000002,0.69999999,0.40000001,0.40000001,5.6999998,2.2,27.4,39.799999,2.7,4.8000002,6.5999999,81.5,0,0.1,49.200001,14.1,1.3,966.90002,6.3000002,314.5,225.7937,11.70629,290.20001,174.60001,51.799999,56.400002,0,46.799999,57.5,131,23,31.9,208.2,0.30000001,0.2,20.5,15.3,1.3,3.8,12,155.7,357.79999,0,408.20001,542.90002,10,0,0.0040000002,0.30000001,0.60000002,0.2,0,0.30000001,1,0,0.2,1.7,0.011,8.3000002,0,0.1,53.900002,1.5,0.015,0,0.2,0.1,5.8000002,10,3.9000001,0.1,0.1,0,2.4000001,28.299999,0,0.2,15.1,0,0,0.80000001,0.1,0,10.7,2.5999999,1.8,6.5,1.4,21.9,11.6,2.9000001,2.3,1.5,2.4000001,0,15.1,0,0.1,1,9.8999996,0.69999999,18.700001,0,5.6999998,0,13.4,126,9.1000004,5.8000002,3.0999999,5,0,0,1.8,0,0,0,0,11,2,11.1,2.8,15.1,4.5999999,0
"Norway",267.32999,175.14,1.4,0.46000001,1.52,29.1,3.8599999,0,0.38,1.96,0.27000001,1.2,0.1,1.17,1.15,14.22,27.139999,8.3299999,2.52,0.81999999,39.830002,0,0.0099999998,1.85,8.5799999,0.07,455.85999,2.8599999,120.93,84.936447,4.4035382,108.71,71.970001,22.75,14.72,0,7.9699998,17.790001,40.290001,5.9099998,14.87,69.360001,0.07,0,9.5600004,11.79,0.79000002,2.78,2.1400001,30.790001,88,744.02002,0,230.39,2.5,0,0,0,3.01,0,0,0.029999999,0.41999999,16.959999,0,1.41,0.0099999998,7.8800001,0,0.090000004,23.379999,0.88,0.0060000001,0,1.9299999,0.079999998,0.55000001,0.92000002,0.34999999,0,0,0,0.91000003,0.02,0,0.31999999,8.6899996,0,0,0,0.14,0,4.9299998,1.8,0.61000001,11.6,0.28,5.1199999,7.0599999,0.0099999998,0.81,0.02,0.88999999,0,4.5300002,20.99,0.050000001,0.039999999,16.1,0.039999999,6.3299999,0,0.70999998,0.02,0.46000001,162.42,3.3,0.69999999,1.3200001,0.47,0,0,0.75999999,0,0,0,0,1.97,0.33000001,1.77,1.8099999,12.45,2.8099999,0
