"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","St. Kitts and Nevis","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Monaco","Liechtenstein","Switzerland","Spain","Andorra","Portugal","Germany","Poland","Austria","Hungary","Czech Republic","Slovakia","Italy","San Marino","Malta","Albania","Montenegro","Macedonia","Croatia","Yugoslavia","Bosnia and Herzegovina","Kosovo","Slovenia","Greece","Cyprus","Bulgaria","Moldova","Romania","Russia","Estonia","Latvia","Lithuania","Ukraine","Belarus","Armenia","Georgia","Azerbaijan","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Eritrea","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Namibia","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","South Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","Turkmenistan","Tajikistan","Kyrgyzstan","Uzbekistan","Kazakhstan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Brunei","Philippines","Indonesia","East Timor","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Kiribati","Tuvalu","Fiji","Tonga","Nauru","Marshall Islands","Palau","Federated States of Micronesia","Samoa"
"Guinea",50.64,38.2075,0,9.0139,0,0.0896,0.0676,0,0,0,0.0732,0,0,0.0071,0,0,0,14.4065,0,0.0021,9.0002,0.0001,0,0.4671,0,9.4541,0,0.3774,0.2734,48.9729,0,9.2694,1.17,0.7941,0.3241,270.1331,126.688,636.4166,115.6501,5.9541,105.1723,0,0,5.8694,112.2717,0,10.8858,66.8126,1.4785,1.088,5.6372,0.9216,0.1687,53.8069,0,2.482,0.1263,0.006,0.3545,0.1136,0,0,0,0.8158,7.2675,0.2741,3.5087,0,23.7513,3.8773,0.2189,1.6122,0.3347,119.7725,1.8042,0,0,0.0031,2.0706,9.6556,0.9386,4.0771,0,0,9,0.097,0.0988,0.6093,5.3668,119.3057,0.1219,0.0656,0.7968,105.1526,0,0,1.9961,4.3881,2.1725,0.9233,3.0376,13.5515,22.7439,0,0.0124,0.0082,0.0326,0.1454,0.1563,0.1143,9.0037,0,0.0875,0,0.0192,0,0,0.4514,0.0739,0,0.3003,29.3787,9,10.0218,9.3513,0,0.8536,0,2.2802,0.0061,106.357,17.5295,4.3576,0,9.0126,0,2.8861,127.0282,0,10.6416,9,22.9786,0.0961,8.03,4.4336,0.479,0.5448,0,12.1547,29.8774,0.6502,9,0,0,9,0,0.0021,924,0,13.7867,0.7666,123.2278,30.835,404.6705,0,52.7358,0.8469,9,3.007,9,9.0923,37.0274,0,0,0,43.9509,4.0332,0,0.102,54.0563,0,5.5895,0,1.231,0,0,0,0,0.0758,0,0,0,0,0,0
"Burkina Faso",79.05,52.6919,0,9,0,9,9,0,9,0,0,0,0,9,0,0,0,0,0.0756,9,9,0.0164,9,1.5834,0,9,9,0.0205,0.2615,6.1541,9,0,0.3484,0.9106,0.0209,20.813,13.8862,58.5892,98.9415,8.6553,469.6988,0,0,6.6392,35.4787,0,7.5179,49.2079,0.9045,1.9545,2.2326,2.197,0.0644,47.1506,0,0,0.0005,0,0,0.0105,0,0,0,0.0064,0.9622,0,0.0714,0.0044,7.6806,5.7119,0.4294,0,1.1426,11.2295,0.2984,9,0,9,2.4395,26.4882,0.4612,3.5179,0.0144,0,9,0,0,0,0.3154,61.6729,11.6905,0,26.2589,466.6052,0,0,0,0,86.0103,212.0069,15.1039,29.8244,0,0,0,0,0,11.7165,0.2568,0,0,0,0,0,0,0,0,0,2.1867,0,0,37.0171,0,9,9,0,0.0032,9,0.1453,0,28.5928,0.0994,20.9288,0.1161,0,0,9,14.4145,9,4.6047,0,2.5238,0.0426,1.43,1.3701,0,0,6.3969,0.2024,0,0.0008,0,0,0,9,0,0,69.7459,9,2.5151,0,29.3428,35.306,98.0893,9,2.5964,23.4799,9,1.909,0.8848,9,20.6652,9,0,0,5.7748,1.4627,9,0.0045,75.9954,0,8.4603,9,1.506,9,0,0,0,0,9,0,0,0,0,9
"Liberia",92.24,24.1095,0.0754,0,0,0.6412,0,0.0038,0.057,9,9,0,0,0,0,0.2786,0,0.078,0,9,9,0,9,13.5946,0.0476,0.0056,0.0029,1.3147,2.162,25.7346,0.0006,0.3909,2.2055,3.7071,0.7997,22.0187,2.8088,23.1428,10.3521,0.7725,46.254,0,0,44.6902,44.1826,0,1.1763,76.5001,57.9909,1.8931,0.6767,28.7251,0.0859,9.9211,0,0.0449,0.0374,0.0149,0.0639,31.9201,0,0,0,0.2726,1.0878,0.1014,3.8034,0.0097,1.2172,3.9224,0.0674,0.6781,1.1375,4.8984,0.1259,0,0,0,1.7259,11.3973,26.3773,9.6584,0.0755,0,9,0,0,0.912,0,14.8946,0.0025,64.559,0.1397,94.3903,1.9961,0,0,14.1621,2.2066,0.1425,11.0074,4.0091,0,0,0,0.0377,0,0.4654,0.0953,0.0003,0,0,0,0,0,0,0,0,0.0014,0.0431,0,16.1213,9,0,9,0,0.0007,9,0.0127,0,5.3892,23.5592,1.2397,0,9,0,0,109.3685,0,31.8748,0,25.1417,0.8892,0.62,0.0223,0.1006,0.0565,0,29.547,9,2.02,0,0,9,0,0,0.0205,2409.355,0,65.7495,9,3857.7325,1978.8087,161.4619,0,7.4352,3.8911,0,0.6285,0,0,9.1275,0,0,0,11.3472,4246.7555,9,75.211,16.7886,0,4.253,0.0236,0.1407,0,9,0,0,0.0104,0,0,0,0,0,0
"Sierra Leone",48.95,8.8344,0,9,9,0.3313,0,0.0289,0.2474,9,9,0,0.0066,9,0,0,0,0,0.0031,9,0,0.28,0,0.0465,0,0,1.0019,0,0.0086,55.638,0.0013,0,0.4204,2.8809,0.0188,106.8783,2.1175,46.1392,71.6209,0.3232,41.0916,0,0,0.3165,20.3301,0,5.5028,28.151,5.7241,0.7013,0.7382,1.5915,0.0379,12.1959,0,2.4829,0.0492,0.007,0.0228,1.7987,0,0,0,0.8811,1.8233,0.1448,1.9912,0,24.4497,1.4249,0.0662,0.0539,0.5603,2.2003,0.1848,0.1894,0.0117,0.0075,2.7354,11.0515,2.1766,4.437,0,0,0,9,9,1.3914,0,21.5478,2.8445,9,1.8157,40.4643,4.3881,0,14.1621,0,0.7692,0.3105,5.7516,2.2873,0,0,9,0,0,0.0167,0.0003,5.9282,0,0,0,9,0,0,9,9,0.0212,0,1.9388,101.3494,0,9,0,0,0.0037,0,7.8968,0,11.0352,4.2158,1.7645,0,0,0,0,28.42,9,4.102,9,8.7513,0.1128,0,1.4146,0.0432,0,0,0.9619,9,0.6795,0,0,9,0,0,0.0685,1260.6665,9,5.7833,9,7.8652,3.0476,137.4203,0,37.277,0,3.2455,7.4462,0,0,11.1902,0.0547,0,0,31.8694,3.5605,0,0.0933,23.1248,0,10.5559,0,1.5089,0,0,0,0,0,0,0,0,0,0,0
"Ghana",792.34,246.2493,0,5.7345,0,0.7038,11.926,0.8595,0.0362,0.031,0,0,0.0047,0.0507,9,0,0,55.8957,0.353,0.0017,13.6798,1.1057,0.5687,0.807,0.0399,0.1948,2.5304,2.0385,0.8881,255.8642,0.0002,0.8148,11.6429,52.1334,8.9203,230.5905,36.6285,552.655,371.8792,2.3578,666.8221,0,0,30.5264,39.0913,0,319.17,9.0141,14.0351,37.7541,33.5999,12.2029,4.0076,540.2038,0,17.3467,0,0.0238,1.8137,2.4594,0,0,0,13.9719,12.6124,0.3867,2.6258,1.0167,7.1965,18.3212,2.0388,5.7319,0.8389,52.3803,10.6767,0.6848,0.5624,0.0411,40.496,119.3426,49.4757,20.5315,0.5343,0,0.0372,9,9.1065,3.5088,0.0114,8.4454,143.6672,10.2142,13.0201,1158.7721,2.1725,86.0103,2.2066,0.7692,0,89.2174,93.058,2169.7526,0.0533,9,9.2769,0.1733,0.0507,0.4392,5.0544,1.7143,0,0.7232,0.6088,9,0.1716,0,97.8661,0,1.5949,0.0054,0.2938,260.1197,0,0,0,0,0.1212,9,0.1594,0.3656,88.1523,9.8836,5.6732,1.8372,0,0,11.4881,5.2899,0,61.5212,7.1331,17.8382,0.5966,132.8,7.4923,1.0834,2.8597,3.4456,6.6473,47.5796,5.1407,0,0,9,0,0,28.7295,3685.1271,9,97.4354,46.5509,345.3686,35.691,674.5523,9.0169,11.8214,2.1244,13.9516,16.0697,1.2514,0,311.2788,10.8506,0,0,53.4893,21.842,0.1804,2.3942,245.5466,0,125.7818,0,56.6959,0,0,0,9.1002,0,0,0.0171,0,0,0,1.0916
"Togo",125.1828,24.5125,0,18.0605,0,0.0619,0,0,0,9,0,0,0,0,9,0.3692,0,0.6173,0,0,0.6929,0.0062,0.0408,0.003,9.3074,0,0,0.0838,0.1494,26.5491,0,0.0186,0.9317,1.1367,0.5342,9.5008,18.6825,263.6379,8.2085,0.1009,161.9142,0,0,5.198,75.7866,0,1.1963,39.1291,0.103,20.2931,0.6805,1.5722,0.5641,14.4062,0,0.7227,0.0102,0.0006,0,0.059,0,0,0,0.0176,6.7039,0.0217,5.1285,0,1.4973,132.8576,3.3369,15.1237,15.6688,12.247,3.9569,0.026,0,0.042,5.8055,16.6481,16.0977,2.9567,0.0013,0,0.1006,15.0349,1.8945,0.4148,25.6503,2.5787,121.1656,1.5631,117.4716,93.8898,0.9233,212.0069,0.1425,0.3105,89.2174,0,21.1575,114.0716,87.9329,0.4753,1.4807,3.0822,3.4748,1.3146,0.0998,0.5374,0.0012,0.0286,0,0.0008,0.1776,9,3.2339,0.0226,0.0703,0,0.0023,18.6919,0.556,0,9,0.0651,0.0283,0,0.0014,0.1066,22.7324,7.5325,2.6411,2.094,0.0012,0,0.4017,10.4186,0,7.9506,0,4.536,0.3348,28.5927,28.6035,0,1.082,0,8.7139,16.075,1.0526,0,9,9,0,0,0,226.5096,9.061,14.1948,0.517,5.4819,70.9793,83.7376,0,0.3151,5.2208,0.1245,0.1103,0,0,32.0538,0.0884,0.1373,5.2056,101.2414,5.124,0,0.3157,2.388,0,0.8536,0,10.0029,9,0,0,9,0,0,0,0,0,0,9
"Cameroon",17.26,37.572,1.0507,0,0,3.3565,0.0348,171.4223,1.6209,0,0,0,0.001,0,9,0,0,25.4396,1.3003,0.0053,0.0102,4.7795,0,1.6886,0.0101,0.1129,0,1.6858,3.7344,109.9784,0.0716,0,21.3173,52.2368,22.0915,46.433,39.065,337.5514,191.4255,5.1597,743.6792,0,0,12.5764,366.5159,0,1043.6683,83.4532,4.706,3.6631,7.5587,3.5797,0.7687,10.0726,0,29.0756,0.6605,0.008,0.1479,1.4943,0,0,0,7.5725,14.5333,0.3969,0.9604,0.0021,5.4082,13.5344,2.3421,0.0998,0.7863,14.0474,1.0966,0.1671,1.278,0.0981,6.9376,8.5053,95.0154,5.5341,0.0945,0,1.4913,0,0,5.7163,0.6716,16.6932,21.8369,67.5646,1.2931,101.9236,3.0376,15.1039,11.0074,5.7516,93.058,21.1575,0,769.7268,233.2992,51.4948,259.3611,40.5783,0.4736,0.072,1.0165,0.0245,0,0.024,0,0,0,0,6.2731,0.18,0.5896,0.0041,0,71.1009,27.9467,0,0.0017,0.0632,0.0715,0.006,1.1905,0.6539,43.6857,4.8641,33.031,0,0,0,9.4891,66.9087,0,27.593,0,0.9056,0.1246,14.12,6.6953,0.0777,1.0957,0.005,2.3826,22.8627,0.9428,0.067,0,0,0,0,0.0015,1346.8648,0,2.5323,0.5554,38.0091,1.0753,19.1741,0,48.5929,10.3342,4.63,0.2108,0,0,163.1255,0.228,0,89.459,20.3277,33.611,0.0667,1.6463,22.219,0,1.6462,4.0155,21.0738,0,0,0,0,0,0,0,0,0,0,0
"Nigeria",4863.07,783.473,2.6407,0.7387,0.095,34.1688,1.8964,0.8386,0.0563,0,54.6699,0,0.0265,5.8904,0.2498,416.5753,28.5018,0.2416,0.027,0.0002,0.0027,0.8,0.1633,8.7811,167.8593,0.0022,0.0002,3.5746,1176.427,9648.7927,0.0129,15.6826,85.0797,141.9058,532.1114,2809.2161,202.7585,5382.3586,1390.5431,11.9556,2823.1114,0,0,560.7305,7015.7705,0,907.1157,3582.7707,78.6308,1087.4617,118.5585,67.1388,28.0126,1455.8405,0,0.5195,0.1198,0.0122,0.1106,43.1896,0,0,0,11.6584,64.6385,4.9806,29.1307,1.9993,33.5528,263.4386,17.7764,2.3135,19.4078,354.6058,15.5483,0.6874,3.785,0.0182,44.2242,1215.715,354.1926,714.6218,109.1114,0,0.6174,66.794,0.1383,0.0079,14.444,696.1366,44.0106,62.5033,60.4737,1421.7014,13.5515,29.8244,4.0091,2.2873,2169.7526,114.0716,769.7268,0,16.4633,1.4599,23.8692,1.502,1.5463,0.5928,11.3863,20.0666,0,0,25.0565,0.2387,0.2873,0,6.7008,0.4304,0.85,0.1525,0.9112,3108.3767,23.9199,0.7722,3.89,9.8383,2.5334,0.2002,0.2193,0.1397,40.6259,0.5988,26.3758,0,1.6646,0,2.673,304.5497,0.2705,103.9194,135.9519,50.5116,2.955,168.4,71.9397,0.3485,5.814,3.3234,48.5208,1260.2353,10.4904,0.3844,9,0.0013,9.0076,0,1.2023,12003.8459,0,360.0625,0,579.5059,2839.0649,9975.4215,0.2802,36.7643,3.0273,1.4972,6.6877,0,1.7799,106.015,0.1114,1.5572,0,125.8687,347.223,38.1918,6.7914,2508.446,0,1825.7042,0,160.1872,0.6025,0.5133,4.0161,0.3544,0.0515,0.0302,58.1138,0,0.006,0,5.2983
"Gabon",882.31,29.4087,0.0166,0.0075,0,9.695,0,447.0981,0.0052,0,9,0.1043,0,0,9,0,0,0,0.0245,0,9.0008,0.5603,0,2.8388,0.0189,0.0094,0,0.0025,0.229,52.3843,0,10.3651,0.1662,16.3169,5.7013,37.001,6.0981,77.4878,214.1333,5.5015,585.3597,0,0,4.452,588.0615,0,15.5071,43.6929,1.727,14.697,0.918,2.9583,0.43,185.4055,0,0.0196,0.2381,0.0003,0.0006,0.0366,0,9.0355,0,0.2883,12.8901,0.0139,0.2656,0,10.0819,0.4822,0.444,0.0136,0.0129,11.0763,1.9952,0.8415,7.2191,0,12.855,2.0965,97.6329,5.0546,0.163,0,7.0601,0,5.9777,0,0.3319,13.8542,0.8298,2.9481,0.0244,791.5976,22.7439,0,0,0,0.0533,87.9329,233.2992,16.4633,0,0.1634,0.0325,53.1724,66.691,0.1505,0.3513,0.2452,9,0,0,0,9.0533,0,2.997,0,0.0037,0.6571,2.4231,78.5401,0,0,0,0,0.5431,9,0.0037,9.0621,17.6919,1.5452,28.7019,0,9,0,0,99.7938,9,15.8313,0,16.4258,0.2704,2.2,0.0212,0,0.0619,4.7272,0.8732,1.5317,0.431,0.0089,0,0,9,0,0.02,412.3059,0,0.3734,6.1201,175.2072,2234.957,860.341,0,1.7521,0.6513,0,0.0229,9,0,56.1185,23.9139,9,0,26.6011,86.4634,0,0.2165,17.4256,0,1021.2218,0.0089,0.7262,0.9231,0,0,0,0,0,0,0,0,0,9
"Central African Republic",1.81,0.9399,0,0,9,0.0431,0.0166,0.0757,0.0177,0,0,0,9,0,9,0,9,0,0,0,0.0118,0.0168,9,0.127,0,0,0,0,0.0141,2.0969,0.0011,0,0.0045,0.0041,0,1.0493,0.9099,78.0561,14.549,0.1076,32.775,0,0,0.1086,2.4071,0,0.7198,1.086,0.0222,0.1338,0.1455,0.265,0.0204,1.162,0,0,0.0017,0.0003,0.0021,1.3711,0,0,0,0.0674,0.0234,0.0048,0.2044,0,0.0201,0.0562,0,0,0.6972,0.7088,0.0839,9,0,0,0.1521,0.1593,0.0187,0.4906,0,0,0,0,9,0,0.0774,0.846,0.0286,0,0,2.9659,0,0,0,0,9,0.4753,51.4948,1.4599,0.1634,0,13.4677,0.0708,5.873,1.282,0.7381,0,0,0,0,9,0,0,0,9,0.0021,0.0155,0,3.9799,0.2045,9.2542,0,0,0.0862,9,0.0134,0,6.0037,0.0011,0.3518,0,0,0,0,1.5598,9,0.3738,9,4.6238,0,0,4.6202,0.0022,0,1.6143,0,0,0,9,0,9,9,0,0.0061,27.3529,9,0.1473,12.3519,104.9849,2.0078,10.452,0,0.1122,0.0642,10.6929,0.0166,0,0,0.233,9,9,0,1.5143,54.5655,0,0.0044,3.52,0,0.0101,9,0.157,0,9,0,0,0,0,0,0,0,0,9
"Chad",2463.51,26.1669,0,0,0,9.498,0,0,0.0006,0,9,0,0,0,9.0058,0,0,0,0,9,9,0.0192,0,2.3973,0,0,0,0,0,1.4628,9,0,0,1.0506,9,16.1677,2.2175,32.1022,73.3831,0.0888,107.3645,0,0,2.1856,10.3645,0,0.7078,19.1505,2.7087,3.9918,0.2221,1.0046,0.0673,35.2714,0,0,0,0,0.0691,0,0,0,0,0.0211,0.1972,0.1461,0.2023,0,0.0634,0.0627,0,0,0,34.1074,0.8153,9,0,0,1.6193,2.4575,0.0666,7.2413,0,0,0,9,9,0,0,39.1299,7.0835,9.0661,1.6548,9.9202,0.0124,0,0,9,9.2769,1.4807,259.3611,23.8692,0.0325,13.4677,0,0.0899,0,0.0018,0.458,0,0,0,0.0505,0,0,0,0,0,0,0,0,5.0758,0,0,0,0,0.0316,0,0.0766,0,6.3322,0.0266,3.9997,0,0,0,9,2.6096,9,6.8831,0,1.0637,1.6235,4.1,30.3741,0,9.003,0,12.7081,0,0.0743,0,0,0,0,0,0,326.2986,0,44.2546,0,1.6172,178.9091,82.9577,0,0.6636,24.3617,0,0.0458,0,0,0.9032,9,0,0,0.0753,30.9742,0,0,6.0042,0,2.7118,9,0.2467,0,0,0,0,0,0,0,0,0,0,9
"Congo",944.77,17.1795,0,0,0,0.3406,0,0,0.0012,0,0,0,0,0,9.0003,5.0233,0,11.1763,0,9.0127,0.203,0.0197,0,2.3663,0.0087,0.0793,0,2.5698,2.1644,95.2338,0.0013,5.229,2.8466,44.9997,0,252.3546,24.768,191.1432,144.6158,2.2956,281.7552,0,0,10.4008,71.0045,0,32.3568,79.6178,20.1566,7.5482,4.7668,1.5157,11.8069,22.6203,0,0.0337,0.0929,0,0.094,0.0379,0,0,0,0.4032,5.9064,1.4504,1.4273,9.3489,29.9561,2.6539,0.0266,0.1855,0.0591,9.134,2.3815,0.0009,0,0.0193,6.2721,9.9668,43.0782,4.2266,0.0027,0,0,0,1.2946,0,0.0072,35.2216,3.4925,16.2844,0.6279,12.6696,0.0082,0,0.0377,0,0.1733,3.0822,40.5783,1.502,53.1724,0.0708,0.0899,0,6.5068,35.3054,0.8344,0,0,0.0409,0,0,0,0,24.6909,0,0.7068,26.4851,0,108.253,0,0,0,0.0075,0.0906,9,1.9486,9.0075,35.4823,1.4317,16.642,0.0124,0,0,0,93.9492,0,27.7017,1.8699,45.3168,0,9.8,0.9438,0,0,0.0955,2.9051,22.1096,0.1972,9.0075,0,0,0,0,0.006,4837.8001,9,23.6625,211.1127,46.9215,20.1032,137.2464,0,2.9023,0,9,0,9,0,15.6273,9.0036,9,0,132.8584,11.4652,0,0.1384,35.3901,0,996.2321,9,2.8795,0,9,0,0,0,9,0,0,0,0,9
"Democratic Republic of the Congo",108.45,13.3526,0,9,0,0.1071,0,0,0,0,0,0,0,0,0,0,0,0.2079,1.5126,0,0,0.0533,0.0003,1.9082,0,0,0,0.0033,0.2611,61.2121,9,0.629,0.5918,24.5105,2.0404,1.3523,11.4227,104.7247,206.3457,3.409,307.6229,0,0,7.1529,111.6455,0,10.0089,141.4034,5.204,7.6127,0.4277,5.515,1.0883,596.1067,0,0.1115,0,0.0544,0,0.2722,0,0,0,0.0164,3.041,0.4335,0.5861,0.0494,0.0624,5.2086,0.0143,0.0249,9.1974,19.2521,0.6688,0.0009,0,0,145.8667,14.4928,28.9925,3.1689,0,0,9,0,0,0,0,1.394,0.0013,1.0377,0,75.0573,0.0326,0,0,0,0.0507,3.4748,0.4736,1.5463,66.691,5.873,0,6.5068,0,185.7831,230.8886,77.4688,6.108,60.8585,0,0,0,0,0,0.1598,449.3372,289.9756,5.1311,1489.4483,0,0,0,0,2.4222,0,0.0043,0,12.755,0.0929,0.3241,0,0,0,0,19.9284,0,4.2743,0,0,0.4312,0.66,0,0,0,0,0.6295,1.5532,0,9,0,0,9,0,17.1242,1665.2311,0,30.577,1.7776,177.9204,52.1316,154.8315,0,11.1902,9,9,0.9407,0,0,0.0232,0,0,0,8.3006,10.3714,0.4295,0.0027,0.0035,0,18.1575,9,7.7688,0,9.0449,0,0,0,0,0,0,0,0,0
"Uganda",87.71,19.8625,0,0.1823,0.0028,0.0895,0,1.0177,0,0,0.0177,0.0018,0.0062,0.0031,0,0,0,0.0057,0.206,0,4.5614,0.0243,0.0784,3.3201,0,0.001,0.0034,0.0353,0.0179,4.6434,0.0049,0.0003,0.0447,3.0806,0.8067,52.1213,4.4223,18.2779,20.3743,0.8934,102.0797,0,0,6.0668,32.7802,0,17.3148,19.0106,6.4008,5.2375,4.0891,7.68,6.1788,31.7498,0,0.2649,0.2259,0.055,0.5071,0.7714,0,0,0,0.3281,4.0194,1.3126,7.0453,0.0286,6.1328,12.0661,1.4349,4.6951,0.2727,5.2343,5.8787,1.9259,0,0,5.298,16.7402,1.2183,8.0474,0.0388,0,0.0007,0,9,0.2151,0.0295,0.0143,0.0004,0.0059,0.7789,1.3674,0.1454,11.7165,0.4654,0.0167,0.4392,1.3146,0.072,0.5928,0.1505,1.282,0.0018,35.3054,185.7831,0,644.085,30.264,36.2987,222.5604,2.0489,5.0204,1.0793,0.1776,3.9524,0.1695,0.3594,1.4385,2.8479,196.8668,0.0124,0.0013,0.0226,31.698,1.1939,0,0.7263,6.5178,11.1982,3.5505,20.6045,0.4532,39.3455,0,9.6411,15.7689,0.0182,46.2357,1.2276,1.0023,1.1231,0,143.7073,0.3,35.5072,59.5486,5.8865,438.7995,0.2932,0.0466,0.0077,9,0,0,1.0775,493.0714,0,1.9086,1.0765,9.994,173.3375,536.2453,9.0002,7.864,2.9176,0,0.7435,0.0001,0.0396,14.9521,0.012,0.0075,0,0.1863,1.5298,0.0464,0.8372,9.0519,0,34.4422,0,1.138,0,0,0,0,0,0,0.0052,0,0,0,0
"Kenya",191.8468,50.4593,21.1975,0,0.0001,0.0275,0.0263,0.0892,0,0.0505,0,0,0,0,0,16.2814,0,4.5229,0.0945,0.0746,0.0481,0.0068,0.272,0.5517,0.0096,0.1113,9,0.3646,0.5248,176.7249,0.0212,9.4075,1.0877,12.8174,2.2646,123.8282,32.0939,211.3577,95.3301,3.5388,148.3512,0,0,45.3371,68.9962,0,3.3405,302.7368,7.6408,20.2786,18.5312,22.9597,9.1705,142.6019,0,0.8574,0.0186,0.1629,0.1185,1.2177,0,0.0047,0,1.2754,2.8583,0.5968,4.0984,0.004,26.3995,129.4297,1.7526,0.4483,0.4408,145.0793,1.565,2.7642,18.8265,0.0906,26.8936,36.1812,29.3322,48.8929,4.7302,0,0,0.0606,0,0.048,0.3213,1.4924,0.6704,0.808,0.0131,0.9856,0.1563,0.2568,0.0953,0.0003,5.0544,0.0998,1.0165,11.3863,0.3513,0.7381,0.458,0.8344,230.8886,644.085,0,384.7632,70.557,160.1189,209.7261,15.3268,60.5849,3.454,0.7354,3.15,512.0064,13.4011,32.5029,779.9388,1.0539,0.5286,3.8983,62.0687,5.0178,11.0127,20.3375,1.4639,21.9386,0.163,1.6823,1.3423,68.5266,0,7.4321,145.9713,1.3225,34.6745,0.7775,9.2919,6.4728,95.2539,433.4632,60.4171,23.9191,400.6574,59.3386,1030.1031,32.4912,199.8127,2.2188,0,0.2111,0,54.5929,1994.2434,0,136.7864,0.1411,250.0175,906.6333,2810.9461,0,123.6913,3.4179,0.3829,7.1915,0.0939,0,125.8188,0.5213,0,58.7826,101.6239,196.3082,0,5.4395,496.829,0,111.3483,0.0026,3.1348,0.0063,0,0,0,0.0002,0,0,0,0,0,0
"Tanzania",390.12,71.8862,0.0035,0.0033,0,0.1728,0,0.9922,0.0068,0.0399,0.195,0,0,0.1753,0.125,0,0.2045,0.5271,1.1246,0.0041,0.0011,0.0072,0,1.9285,0,0.4545,0.0031,0.1126,1.0691,26.6052,0.0619,0,2.2758,10.8168,0.0666,225.7356,4.8166,58.0655,29.0293,2.3333,80.3177,0,0,4.0446,20.4734,0,14.1496,32.0236,6.3731,10.5049,2.9557,5.5677,0.5764,44.964,0,0.1108,0.0186,0.0207,0.9264,10.7893,0,0.0132,0,1.3453,6.8726,3.3033,65.9557,0,3.9776,41.8404,0.1361,8.8999,4.5799,13.8867,6.1776,0.0074,1.4955,0,6.4152,78.6119,24.1198,2.0211,0.0069,0,0.012,0,0,0.2527,2.7811,0.8394,0.7546,0.134,0,9.2338,0.1143,0,0.0003,5.9282,1.7143,0.5374,0.0245,20.0666,0.2452,0,0,0,77.4688,30.264,384.7632,0,49.5679,71.4444,1.6698,0.2412,0.6329,1.0363,8.8551,71.7666,9.7649,2.2826,82.2225,445.0478,5.3786,0,1.0118,69.2714,5.4994,1.7923,8.0755,0.6647,2.5184,3.5786,2.3636,0.0225,0,0,20.8703,111.6671,0.0017,32.8375,0,3.4239,1.8209,11.96,250.5652,0.7563,7.7634,390.071,12.2745,353.3088,623.072,1.3219,9,0,0,0,3.4146,2919.9269,0.0362,138.4016,1.1155,113.4138,116.873,2658.5391,0.0058,45.5991,9.005,2.914,14.5403,5.9431,0.0264,111.0604,9.3098,0.0028,0,208.2497,122.7453,0.3739,1.2786,160.3977,0,131.5454,1.4013,2.5595,0,0.0006,0,9,0.0002,0,0.2636,0,0,0,0
"Burundi",13.65,2.5074,0,0,0,9.147,0,9,0,0,9,0,0,0,9,0,0,0,0,9,9,0,9,0.0064,9,9,0,9,0.0254,0.131,0,0,0.0076,0.0109,0,1.7873,0.1288,13.4409,43.0257,0.1328,14.4303,0,0,0.7433,0.6241,0,0.6055,8.4449,0.1589,0.9499,0.0084,0.1424,0.2787,2.9836,0,0,0,0.4408,0,0.0044,0,0,0,0.2626,0.1914,0.0444,0.1583,0,0.0225,3.2965,0.0051,0.0007,0,2.7438,0,9,9,0,0.2832,9.4501,1.1662,0.7804,0,0,9,0,0,0,9,0.136,0,0,0,0.2361,9.0037,0,0,0,0,0.0012,0,0,9,0,0,0,6.108,36.2987,70.557,49.5679,0,6.3067,0,0.2946,0,0,0,0,17.5357,0.0634,0,5.3436,0,0,0,0,0.0021,0,1.2434,9,0.2251,0.0005,0.2137,0,0.4,0,0.7533,1.6752,0,12.4192,0,0.8401,0.2106,0,85.3427,0,0,0,0,0.0594,0.167,9,0,9,0,0,0.0079,49.6568,0,0.1421,0.1601,0.4989,4.2267,33.3783,0,8.1705,0,0,0,0,9,0.9562,9,0,0,0.3036,0.0867,9,0.045,0.4119,0,0.1629,0,0.0512,0,0,0,0,9,0,0,0,0,0,9
