"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","St. Kitts and Nevis","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Monaco","Liechtenstein","Switzerland","Spain","Andorra","Portugal","Germany","Poland","Austria","Hungary","Czech Republic","Slovakia","Italy","San Marino","Malta","Albania","Macedonia","Croatia","Yugoslavia","Bosnia and Herzegovina","Slovenia","Greece","Cyprus","Bulgaria","Moldova","Romania","Russia","Estonia","Latvia","Lithuania","Ukraine","Belarus","Armenia","Georgia","Azerbaijan","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Eritrea","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Namibia","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","Turkmenistan","Tajikistan","Kyrgyzstan","Uzbekistan","Kazakhstan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Brunei","Philippines","Indonesia","East Timor","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Kiribati","Tuvalu","Fiji","Tonga","Nauru","Marshall Islands","Palau","Federated States of Micronesia","Samoa"
"Liberia",25.37,2.0104,0.021,0,0,0.0109,0,0.0007,0.0095,9,9,0,0.0013,0,0,2.5382,0,0,0.0009,9,9,0,9,4.3917,6.618,0,0.0237,0.0367,0.0879,2.4907,0,0.0001,0,6.0736,0.2234,14.9282,1.7332,10.8334,10.2369,0.2045,28.7932,0,0,8.0036,152.7279,0,0.3202,22.6965,47.1917,0.394,0.0302,0.661,0.0425,3.4377,0,0.0338,0.0379,0,110.3771,0,0,2.1831,86.6029,0,0.1663,0,0.264,44.1017,9.757,0.3799,0.124,1.7114,0,0,0,0,0.3034,1.563,114.0885,71.5139,0,0,9,0,0,0.254,0,5.0675,0.0084,17.983,0.0052,19.2084,1.5067,0,0,3.9449,0.6147,0.0532,3.0661,0.7744,0,0,0,0.0151,0,0,0.4636,0.0001,0,0,0,0,0,0,0,0,0,0.0008,0,3.38,9,0,9,0,0.2119,9,0.6301,0,3.0695,0.3228,0.7358,0,9,0,15.9313,0,1.0759,0,5.7647,0.0182,0,0.0817,0,0.0109,0,0.029,9,0.6277,0,0,9,0,0,0,6.7918,0,1.006,9,1672.8941,694.9623,10.9468,0,1.584,0.0551,0,0,0,0,48.9665,0,0,0.1,2.8158,530.7726,9,0.205,2.8968,0,0.2771,0.0066,0.0174,0,9,0,0,0.0029,0,0,0,0,0,0
"Sierra Leone",24.44,0.1157,0,9,9,0,0,0.0063,0.0945,9,9,0,0,9,0,0,0,0,0,9,0,0.0041,0,0.0003,0,0,0.0426,0,0.0476,5.2227,0.0004,0,0,1.1326,0.0442,51.5199,1.2509,25.8414,73.7257,0.1294,41.9812,0,0,0.5327,9.3361,0,0.2842,117.2698,1.1887,6.9296,0.2175,0.2388,0.2018,19.2078,0,0.3856,0.0562,0.0089,0.0534,0,0,2.1623,2.9314,0.1156,0.05,0,0.221,7.7865,0.23,0,0.3666,26.6477,0.0139,0.1779,0,0,0.4836,5.3865,0.5724,18.4542,0.0042,0,0,9,9,0.3876,0,3.4607,0.2897,9,0.0499,43.1494,1.5921,0,3.9449,0,0.2143,0.0129,1.6021,0.4418,0,0,9,0,0,0.0003,0.4636,1.6513,0,0,0,9,0,0,9,9,0.0038,0.0243,0.5401,11.4874,0,9,0,0,0,0,0.0028,0,1.2254,0,0.1125,0,0,0,5.0865,9,1.9437,9,4.4641,0.0645,0.11,0.323,0,0,0,1.1596,9,0.7501,0,0,9,0,0,0,28.7243,9,1.3908,9,2.1867,5.1423,7.6678,0,0.277,0.0845,0.904,0,0,0,3.7802,0.019,0,0,1.8402,0,0,0.0021,4.5702,0,0.4633,0,0.3284,0,0,0,0,0,0,0,0,0,0,0
"Ghana",136.83,8.1493,0,1.5974,0,0.8136,3.5315,0.188,0.0051,0.0086,0,0,0,0.0141,9,0,0,0.1544,0.001,0.1485,0,0.2064,0.705,2.4126,0.0077,0.3601,0.0042,0.2846,0.6563,113.5684,0.1067,0.1744,2.9592,10.2511,0.3153,40.2694,4.1461,98.4699,12.7146,1.377,5.0396,0,0,20.1208,8.341,0,1.9687,45.5915,4.4888,8.4972,7.2449,1.9414,1.3791,41.9076,0,1.5741,0,0.5246,13.7401,0,0,1.4906,6.6018,0.2014,0.3983,0.0047,0.143,12.0497,23.471,0.0907,0.5945,54.8844,5.5545,0.1712,0.0703,0,8.2898,56.9079,7.4756,5.0898,0.0351,0,0.0104,9,9.0233,0.9774,0.0032,9.8207,49.1058,2.8452,3.4902,127.9759,0.3777,63.4289,0.6147,0.2143,0,56.4469,25.9214,477.4931,0.0103,9,9.0606,0.027,0.0141,0.1301,4.8202,0.4775,0,0.0094,0.1696,9,0.0204,0,18.6491,0,0.04,0.3467,0.0818,154.3915,0,0,0,0,0.1436,9,0.302,0.1018,8.7122,0.026,1.8947,0.3548,0,0,54.6534,0,17.5724,0,2.6048,0.0734,17.97,0.7045,0.114,0.5523,0.7545,0.0096,8.8579,1.3426,0,0,9,0,0,5.2834,347.9807,9,16.1044,12.9668,66.8359,35.6633,150.3988,9.0047,5.509,0.6928,3.8862,1.0694,0.3486,0,63.5455,9,0,16.83,33.2893,35.5116,0.0395,0.5081,30.7647,0,45.4037,0,4.6227,0,0,0,9.0279,0,0,0.0048,0,0,0,0.3041
"Togo",0.6011,9.0688,0.0353,0.0124,0.0026,0.0258,0.0392,0.0026,0.1112,9,0,0,0.008,0.0002,9,0.6743,0.0038,0.0204,0.0247,0.0001,0.0035,0,0.4219,0.3963,0.1909,0.0956,0.0024,0.0039,0.4686,3.3055,0.0027,0.0022,0.7172,1.014,3.1302,3.6574,0.104,58.6257,14.5533,0.0636,108.4668,0,0,0.853,8.2256,0,11.055,22.7883,2.3643,0.0345,0.028,0.7799,0.0247,12.5053,0,0.1435,0,0.7505,0.0443,0,0,0.0001,4.1031,0,0.0061,0,0.2493,6.2022,0,0.0008,0.2733,17.1599,0.023,0,0,0,0.0036,0.418,0.7164,1.9733,0.0326,0,0.0746,0.0871,0.0094,0.0892,35.2653,6.3005,25.8422,4.1533,13.6267,31.7328,1.8105,135.5039,0.0532,0.0129,56.4469,0,0.6233,236.516,3.1144,0.0238,1.22,0.6276,0.0687,0.0005,0.0012,0.0059,0.0038,0,0.0096,0,0.0158,9,0.2097,0,0.0022,0.0004,0,17.7927,0.0059,0.0466,9,0,0.0078,0,0.6008,0.013,4.7609,0.3524,0.2938,0.6031,0,0.0668,0.7652,0.001,1.0835,0.0268,0.4192,0.0471,0.9424,5.4578,0.0753,0.019,2.404,0.07,0.9801,0.0137,0,9,9,0,0,0,8.7284,9,17.1376,2.0157,0.8663,7.409,10.5133,0,5.4534,2.3374,0.0014,0.0219,0.0227,0.0045,1.9949,0.0237,0,1.7417,5.6472,1.9899,0,0.1646,4.1266,0,9.9134,0,12.7429,9.0041,0.5722,0,9,0,0,0.5756,0,0,0,9.001
"Cameroon",123.6684,10.0065,0.2927,0,0,28.4857,0.057,33.1099,0.0071,0,0,0,0,0,9,0.1293,0,0.0015,0.0132,0.0212,0.3271,2.1274,0.1412,2.1706,6.306,0,0.0011,0.369,1.3867,27.1329,0.0032,0,1.5156,1.848,1.0556,120.4823,6.3845,246.9072,53.908,0.7816,110.4642,0,0,2.5716,519.9813,0,24.3753,13.252,1.4569,5.9598,1.5656,0.615,0.4497,336.546,0,0.4787,0.0256,0.001,0.7465,0,0,4.1134,0.9734,0.2265,2.0333,0,7.3779,6.8882,0.1,1.038,7.1407,13.8186,2.0919,0.0199,0.0666,0.0137,10.6511,16.8073,4.6908,2.1709,0.0331,0,0.4154,0,0,1.5923,0.1871,3.0402,1.2385,18.8202,0.3596,31.6897,23.1212,1.467,3.0661,1.6021,25.9214,0.6233,0,168.4486,44.7969,14.3439,50.0853,14.7563,0.1319,0.1067,0.1924,0.0068,0,0.485,0,0,0.0013,0,1.0845,0.0456,0.0001,0.3277,0,24.4032,0.6077,0,0.0005,0.0176,0.1201,0.0017,1.6753,0.1821,8.9145,5.4942,2.195,0,0.0673,2.0753,0.18,0,11.0819,0.7694,0.2007,0.1677,2.6609,0.1788,0,0.2082,0.0011,0.1721,5.106,0.2202,0.0187,0,0,0,0,0.0719,29.675,0,55.7244,0.1547,43.7117,115.2638,21.8582,0,0.9578,6.0724,1.2897,0.2022,0,0,8.1678,0.0103,0,4.6532,6.7405,2.6556,0.0146,0.2124,16.4806,0,1.545,1.1185,0.1041,0,0,0,0,0,0,0,0,0,0,0
"Nigeria",8633.7064,316.7611,0.51,0.1427,0.0184,1.9453,1.7435,0.2454,0.9988,0,10.5595,0,0.9847,1.1377,0.0483,13.5311,5.5051,0.153,1.9544,0.1896,0.7255,0.5566,223.6585,0.2596,7.1675,0.7686,0.4726,0.1212,32.067,1459.4289,0.0168,0.9174,85.4178,7.2418,24.5594,1275.0875,67.7619,452.7256,444.5841,2.5585,887.7284,0,0,142.9241,2136.3906,0,723.0387,339.2588,26.9964,259.2509,9.8095,11.5163,3.6278,111.0405,0,3.045,0.0015,0.6879,5.4094,0,0,2.9333,40.1181,0.2486,3.8648,0.018,12.8939,139.0116,5.59,0.0251,0.0604,87.3673,4.6608,0,0,0.0118,7.9144,63.5877,89.7266,33.1999,11.7726,0,0.1193,12.9012,0.0405,0.0015,3.2276,255.8221,25.1114,12.0268,37.0171,496.931,23.175,1.7547,0.7744,0.4418,477.4931,236.516,168.4486,0,4.8173,0.3354,6.9843,1.3863,0.2731,0.471,12.6941,3.8737,0.1153,0.0914,4.8396,0.0461,2.1408,0,1.9607,0.0831,0.4832,3.6715,0.176,149.9743,5.519,0.1492,0.7503,1.9001,0.4895,0.0387,19.8317,0.027,0.6605,0.1446,0.8877,0,0.2151,0.7821,198.8409,0.0792,6.9944,2.0064,7.7254,3.4166,9.4574,21.0296,3.0072,1.7012,0.9725,0.0352,368.7546,2.5168,0.0743,9,0,9,0,6.2376,1141.8097,0,21.6509,0,325.8355,523.4664,301.1698,0.0541,1.7515,5.7914,0.2892,0.2574,0.7217,0.3438,77.0349,0,0.3008,3.1609,10.3907,66.4038,11.1752,6.3142,739.6807,0,22.6392,0,52.2431,0.1164,0.0991,0.7757,0.0684,0.01,0.0053,11.2246,0,0.0005,0,1.0234
"Gabon",2005.0999,0.3943,0.0036,0.0021,0.0507,9.0285,0,130.8243,0.0027,0,9,0.0228,0.0104,0,9,0,0,0.0536,0,0,9,0,0,0.0147,0,0,0,0.0038,0.0462,8.4549,0.0017,0.086,21.6661,5.9812,0.6,21.5068,2.4889,37.3008,31.9305,0.5967,339.9596,0,0,6.1708,7.2479,0,45.8254,13.8404,0.0122,18.0565,0.054,0.0757,0.0642,20.3097,0,0,0,0,0.0172,0,9.0069,0.0071,11.1213,0.1,0.0264,0,0.916,0.026,0.01,0,0.0187,13.0776,0,0,0,0,0.7182,4.9933,14.2466,2.5639,0.1393,0,1.5454,0,1.7491,0,0.0787,1.5908,1.6729,0.5681,0.0396,13.5945,2.2246,0,0,0,0.0103,3.1144,44.7969,4.8173,0,0.0387,0.0095,1.0227,14.5894,0.0007,0.0074,0.0615,9,0.0318,0,0,9.0103,0,0.8769,0,0.1095,0.1178,0.468,8.9866,0,0,0,0,0.0256,9,0.0095,9.012,16.5094,4.8901,1.4347,0,9,0,5.4736,9,0.2941,0,2.9834,0.0917,2.59,0.003,0,0.0181,1.3832,0.0066,0.4482,0.1162,0.0017,0,0,9,0,0.0074,293.5097,0,6.8365,1.7047,116.9685,129.1456,8.5315,0,0.195,0,0,0,9,0,10.5648,9,9,0,0.3901,26.0017,0,0.1467,2.136,0,0.1199,0.0017,0.2776,0.1783,0,0,0,0,0,0,0,0,0,9
"Central African Republic",6.14,0.0668,0,0,9,0,0,0.0146,0.0056,0,0,0,9,0,9,0,9,0.0049,0.0336,0,0.0122,0.0226,9,0,0,0,0,0.0037,0.002,0.8079,0.0113,0,0.0008,0,0,0.3758,0.2068,1.7171,51.4538,0.0068,30.7835,0,0,0.0383,12.3734,0,4.7309,0.3482,0.0289,0.1038,0.0027,0.1629,0.139,11.8938,0,0,0.0209,0.0001,0.007,0,0,0.0212,0.0006,0.0666,0.0034,0.0001,0.01,0.091,0,0,0,0.0025,0.0055,9,0,0,0.1481,0.0547,0.048,0.7362,0.0022,0,0,0,9,0,0.0216,0.8653,0.041,0,0.1067,1.6437,0.0065,0,0,0,9,0.0238,14.3439,0.3354,0.0387,0,2.9843,0.814,1.6359,0.297,0.1558,0,0,0,0,9,0,0,0,9,0,0.0552,0,0.3049,0.2105,9.0708,0,0,0.0417,9,0,0,0.0818,0.1793,0.4413,0,0.3024,0,1.9886,9,0.0096,9,1.9437,0,2,0.3554,0.0151,0,0.3118,0,0,0.2964,9,0,9,9.0206,0,0.0009,0.2542,9,0.195,9.9337,0.6886,0.3076,1.2871,0,0.0628,0,9.4716,0,0,0,1.0778,9,9,0,0.1013,0,0,0.0096,8.1073,0,0.0729,9,0.0276,0,9,0,0,0,0,0,0,0,0,9
"Chad",46.44,2.642,0,0,0,9,0,0,0.0004,0,9,0,0,0,9.0013,0,0,0,0,9,9,0.0007,0,0.0623,0,0,0,0.0022,0,0.35,9,0,0,0.556,9,4.2534,0.9466,15.4701,9.2581,0.1459,92.327,0,0,0.3012,2.3928,0,10.3552,2.7337,2.3353,3.0609,0.2493,2.7433,0.2719,7.5243,0,0,0,0.007,0.9999,0,0,1.0405,0.101,0,0,0,0.04,0.6562,0,0,0,7.7028,0.3956,9,0,0,0.6753,1.5076,0.112,1.9536,0,0,0,9,9,0,0,1.2527,0.9863,9.0128,0.1079,4.0973,0.0075,0,0,9,9.0606,1.22,50.0853,6.9843,0.0095,2.9843,0,0.0821,0,0.0005,0.0518,0,0,0,0.0098,0,0,0,0,0,0,0.0007,0,3.7035,0,0,0,0,0.0011,0,0.1423,0,4.0529,0.027,0.4127,0,0.2987,9,1.6163,9,0.4479,0,0.021,0,0,8.8718,0,9.0009,0,9,0,5.4471,0,0,0,0,0,0,1.1372,0,2.6094,0,0.6251,1.5637,0.5679,0,0.2732,0,0,0,0,0,0.3123,9,0,0,0.0596,0,0,0,0.4474,0,0.0085,9,0.1185,0,0,0,0,0,0,0,0,0,0,9
"Congo",387.3702,1.8628,0.053,0.9997,0.0041,0.0017,0,0,0,0,0,0,0,0,9.0001,2.386,0,0.234,0.0017,9,0.0023,0.0275,0,14.6933,0,0,0,3.2134,6.6947,69.7617,0,3.8386,0.0172,3.7129,0.766,8.2744,7.761,144.8784,13.0191,0.712,104.6574,0,0,2.7873,23.9522,0,37.4848,29.4882,0.5603,0.0022,0.2245,0.2844,0.023,9.5812,0,0.1325,0.0017,0.0176,0.0498,0,0,0.0296,1.0635,0.0015,0.1153,9.06,0.3245,0.0389,0.6246,0.0526,0.4162,18.4281,0.0021,0.0053,0,0.0052,0.0114,1.6083,0.5575,2.3656,0.0323,0,0.0227,0,0.1784,0.1032,0.0153,2.3765,0.9629,7.6855,0.1136,2.0715,0.0022,0.3028,0.0151,0,0.027,0.6276,14.7563,1.3863,1.0227,0.814,0.0821,0,4.6774,0.4421,0.2418,0.0585,0.0276,0.0132,0,0,0.0017,0,4.8279,0.0017,0.2074,0.0076,0,7.4258,0,0,0,0,0.012,9,0.1845,9.0086,1.9551,0.0284,0.0059,0,0.0258,1.3747,4.1399,0,1.4612,0.0939,3.0352,0.0307,2.7942,2.4872,0,0.0303,0.5661,0.0103,9.8362,0.0017,9.0052,0,0.1,0,0,0.0206,789.4317,9,442.8129,143.2781,367.9104,11.7579,5.5882,0,0.4787,0.0465,9.0017,0.0086,9,0,3.1411,9.0069,9,1.2371,3.1715,4.7832,0.0866,0.0867,1.7769,0,1.4276,9,1.5976,0,9,0,0,0,9,0,0,0,0,9
"Democratic Republic of the Congo",149.54,7.6061,0,9,0,0,0,0,0.0002,0,0,0,0.0001,0,0,0,0,0.4855,0,0,0,0,0,0.0139,0,0,0.0026,0,0.0111,9.8416,9.0002,0,0,0.5208,0,12.1452,10.4039,38.1237,498.4246,0.8763,103.4728,0,0,0.4356,4.9017,0,10.5199,59.3439,0.4649,1.1021,0.1055,1.6614,0.0078,16.79,0,0,0,0.0061,0.0984,0,0,0.0023,0.1692,0.0305,0.0527,0.0063,0.096,1.8072,0,0,0.0265,0.0017,0.0035,0,0,0,56.9563,1.863,4.0344,4.9714,0,0,9,0,0,0,0,0.4649,0.043,0.2891,0,32.1957,0,0,0,0,0.0141,0.0687,0.1319,0.2731,14.5894,1.6359,0,4.6774,0,13.8785,76.9942,21.579,1.0388,7.6667,0,0,0,0,0,1.5292,28.4826,4.6328,1.4293,174.5525,0,0,0,0,0.1491,0,0,0,7.2474,0,0.0022,0,0.01,0,1.0833,0,0.2781,0,0.8933,0,0.88,0.007,0.023,0,0,0,0.3,0.1491,9,0,0,9.015,0,0,30.9413,0,0.4906,0.4951,0,6.4911,10.3141,0,0.4458,9,9,0.1265,0,0,0.2894,0,0,0,2.1447,0,0.083,0.0208,4.1717,0,1.0515,9,1.3468,0,9.0125,0,0,0,0,0,0,0,0,0
"Uganda",39.8294,4.5187,0,0.0935,0,0.1184,0.0983,0,0,0.0793,0.0003,0.0005,0,1.0711,0,0.165,0.0348,0.3949,0.2794,0,0.0014,0.0117,0.0324,0.1807,0.0602,0.025,0.0006,0.003,0.0002,3.0802,0,0.0004,0.0154,2.1857,0.0687,71.0095,3.5703,43.2055,20.9558,7.2225,0.7619,0,0,3.3078,12.1993,0,14.3652,5.1244,8.689,1.0921,6.4781,1.3706,0.1451,1.2086,0,0.0184,0.0394,0.5351,0.0821,0,0,0.6824,1.6917,0.2548,0.1714,0.0885,1.0097,2.5974,0.046,0,0.0337,0.4031,0.0048,0,0.0739,0.0144,1.6233,5.6389,0.3193,7.6458,0.7094,0,0,0,9,0.0537,0.0199,0.0366,0.0528,0.2055,0.0247,0.1475,0.0047,0.0073,0,0.0003,0.1301,0.0005,0.1067,0.471,0.0007,0.297,0.0005,0.4421,13.8785,0,343.6623,4.374,9.2208,22.3478,0.1409,0.0039,0.1024,1.3548,0.0258,0.1725,5.0952,0.7378,0.3042,93.863,0.202,0.0111,0.0167,9.9672,0.001,0,2.3294,0.0003,3.6254,0.1492,0.874,0.0236,14.4957,1.8785,1.0484,0.0001,5.7089,0.1016,0.1864,0.133,1.2209,12.1258,0.0294,2.0522,0.1785,0.1508,67.9175,0.2659,0.0935,0,9,0,0,1.181,69.7773,0.0479,2.0233,0.0971,4.4695,80.3136,100.1294,9,17.5793,0.7878,0,0.2306,0,0,8.0414,0.029,0.0044,6.3877,41.0372,2.4906,0.0054,0.1023,1.1964,0,23.3781,0.0026,0.1889,0,0,0,0,0,0,0,0,0,0,0
"Kenya",76.6067,16.4247,0.0264,0,0.0004,0.0761,0.1989,0.0143,0.0451,0,0.0026,0.0021,0,0,0.0092,2.8577,0.0081,0.0059,0.8355,0.0007,0.0033,0.0427,0.0049,1.3906,0.0313,0.1126,9,0.0023,1.4998,13.1769,0.0011,0.042,0.8231,5.5115,0.1121,95.9194,7.7018,159.014,57.273,1.3744,42.8316,0,0,35.3804,10.3762,0,15.3257,51.8928,8.4612,3.4741,2.2141,9.1688,0.9023,34.9943,0,0.2677,2.2262,0.0422,0.0539,0,0.0075,0.6314,2.8497,0.5936,2.5112,0.0021,15.28,12.9218,0.1816,0.1075,0.6861,7.974,0.0074,0,4.2367,0.0003,1.2891,7.4522,2.6189,7.5913,0.3782,0,0.0071,0.0042,0.1748,0.0063,1.0747,0.4844,0.0884,2.2641,0.4748,1.4059,0.479,1.9975,0.4636,0.4636,4.8202,0.0012,0.1924,12.6941,0.0074,0.1558,0.0518,0.2418,76.9942,343.6623,0,193.3148,22.4772,87.0208,54.1081,5.4806,20.2004,5.3668,3.753,1.3806,18.156,18.966,3.7805,114.3677,0.7032,0.0003,0.3705,22.086,8.9453,4.4546,2.7554,4.4224,0.2076,0.0772,0.0256,0.0006,45.9926,31.9594,9.0608,0.0491,3.5206,0.4997,1.2632,3.0523,4.755,315.0571,26.4354,9.1553,159.8796,8.6562,394.228,0.3835,70.9237,0.4286,0,0.082,0,1.2955,71.337,0.003,17.6521,2.4632,37.3326,220.4655,155.2168,0,83.6733,1.5222,0,2.1176,0.1692,0,16.3094,0.0073,0,4.3263,12.3485,24.6109,0.0017,3.6021,156.5735,0,6.0368,0.1563,0.1047,0,0,0,0,0,0,0,0,0,0,0
"Tanzania",46.61,18.6739,0.001,0.0009,0.0203,0.1763,0,0.1915,0.0074,0.0111,0.0543,0,0,0.0488,0.0348,0,0.057,0.0637,0.0134,0,0.0012,0,0.0097,0.0409,0.0286,0.0668,0.0021,0,0.0825,5.1849,0.0026,0,0.0737,2.3843,0,46.1275,7.8714,38.4127,9.7386,1.1085,56.8067,0,0,2.9464,10.1247,0,10.9567,36.3762,1.694,18.1628,4.8785,2.0711,0.0781,42.7975,0,0.0858,0,0.5875,0.2178,0,0.0037,0.6076,7.2067,0.6834,0.0125,0,0.498,5.6602,0,0.1673,0.0205,0.1411,0.1221,0,0,0.0072,15.0225,37.9225,0.85,11.6536,0.0865,0,0.0033,0,0,0.0704,0.7747,1.1465,0,0.0373,0,1.106,0.0607,0,0.0001,1.6513,0.4775,0.0059,0.0068,3.8737,0.0615,0,0,0.0585,21.579,4.374,193.3148,0,18.3463,5.3333,0.4651,0.0672,0.0004,0.2887,1.7104,0.214,121.5261,2.8261,22.9031,252.7615,1.0331,0,0.2818,19.2956,3.1397,0.4992,1.8317,0.1852,1.0556,3.0181,0.1597,0.0049,0.1637,4.69,1.7743,0.0004,2.1758,0.0111,0.614,1.1595,0.46,55.4064,1.09,1.6979,85.3097,5.2488,81.9929,12.6379,0.3682,9,0,0,0,0.0035,178.1011,0.1384,3.3909,0.3107,16.3555,13.6108,71.9958,0.0016,13.67,2.6965,0.8117,0,1.6829,0.0074,18.5522,9.0082,0.0008,22.77,25.8753,3.8457,0.072,1.0485,65.3915,0,34.4322,0.3903,1.3188,0,0.0002,0,9,0.0001,0,0.0734,0,0,0,0
"Burundi",3.277,0.5421,0,0,0,9,0,9,0,0,9,0,0,0,9,0,0,0,0.038,9,9.0014,0.0003,9,0.0104,9,9,0,9,0.0633,0.1952,0,0,0,0,0,0.2107,0.4583,1.3085,18.2098,0.0701,5.5175,0,0,0.8474,0.0966,0,0.898,2.6956,0.7673,0.812,0.497,0.0419,0.0022,2.3495,0,0,0,0.0237,0.0066,0,0,0.0045,0.1478,0.0226,0,0,0.4328,0.3747,0,0,0.0021,0.532,0.0003,9,9,0,0.7783,0.4064,0.0393,3.2905,0.0002,0,9,0,0,0,9,0,0,0,0,0.0079,9,0,0,0,0,0.0038,0,0.1153,9,0,0,0.0276,1.0388,9.2208,22.4772,18.3463,0,1.6186,0,0,0,0,0,0,8.1045,0.1695,0,4.4227,0,0,0,0,0.093,0,1.0885,9,0.1678,0,0.0467,0,0.101,0,0.0563,0,0.1141,0,0.0001,0,0,1.4432,0,0,0,0,0.0014,1.2016,9,0,9.1,0,0,0,5.1456,0,0.1301,0.001,0.5405,6.6054,6.6303,0,0.2766,0.3568,0,0,0,9,0.4756,9,0,0,0.0053,0.1835,9,0.3868,0.0905,0,0.0675,0,0.0379,0,0,0,0,9,0,0,0,0,0,9
"Rwanda",5.9,1.1468,0,0,9,9,9,0,0,0,9,0.0004,0,0,9,0,0,0,9,9,0.0003,0,0,0.0123,0,0,0,0.0004,0.0061,0.6003,0,9,0,0,9,5.3549,0.4467,4.121,20.7412,0.5781,16.8242,0,0,1.9062,0.0298,0,0.1233,18.6838,0.3366,0.2703,0.2408,0.117,0.1023,2.5918,0,0,0,0,0.0003,0,0,0.0135,0.0997,0.0018,0.0268,0,1.024,2.0384,0,0,0,0.0996,0,0,0,0,0.4179,0.654,0.1538,2.1905,0,0,0,9,9,0,0,0,0,0,0.0052,0.0204,0,0,0,0,0.0094,0,0.485,0.0914,0.0318,0,0,0.0132,7.6667,22.3478,87.0208,5.3333,1.6186,0,0,0,0.0282,0,9,0,0.0053,0.0691,0.027,12.2374,0,9,0,0,0.0007,9,0.8929,0,0.0975,0,0.0022,0,0,0,0.2009,0,0.6691,9,0.0862,0.0346,2.97,1.218,0.0139,0,9,9,7.113,1.3128,9,0,0,0,0,0,6.6159,0,0.1122,0,0.4094,7.7213,5.8588,0,0.3843,0,0,0,0,0,1.4745,0,9,0,0.4397,0,0,0.0217,65.7515,0,0.042,9,0.0023,0,0,0,0,0,0,0,0,0,0,0
"Somalia",7.81,0.0042,0,0,0,9,0,0,0.0118,0,0,0,0.0038,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0.0001,23.7448,0,9,0,0,9,6.1624,0.0419,1.1435,0.1565,0,0.4586,0,0,0.0243,0.1421,0,0.1329,3.1612,0.1852,0.2832,0.004,0,0.0002,4.3779,0,0.1571,0.0044,9,0.0163,0,0,0.0743,0.0319,0.1799,0.0055,0,0,0.0028,0,0,0,0,0,0,0,0,0.0574,0.0576,0.1276,0.2004,0,0,0,9,0,0,0,0,0.0282,0,0,0.5463,0,0,0,0,0.1696,0.0096,0,4.8396,0,0,0.0098,0,0,0.1409,54.1081,0.4651,0,0,0,131.9735,0,0,0,0,0,0,0.0297,0.0185,0,0,0,0.1652,0,9,0,0,0.0535,0.0685,0.0098,0,0.3481,0,1.5804,0,0.4569,0.3606,0.5379,0.5729,9,1.497,9.2956,3.8865,2.5917,0.5342,61.8912,9.7478,0.0099,0,0,9,0,0.0031,2.6313,0,0.1456,9.7463,0.606,0.346,24.6553,0,4.2375,0,0,0,0,9,15.0369,0.2184,0,0,3.7473,0,0,0.1501,1.3734,0,0.2563,9,0.0093,0,0,0,0,0,0,0,0,0,0,0
